,EFINVA,EFSIZE,EFMJIE
16236,750,5,2
16240,0,3,2
16241,0,3,1
16243,0,2,2
16244,0,2,1
16245,0,2,2
16246,0,2,1
16247,0,1,1
16248,0,4,1
16249,0,4,2
16250,0,4,2
16252,650,1,1
16253,0,2,1
16254,0,2,2
16255,950,1,1
16256,0,2,2
16257,0,2,1
16258,825,2,2
16259,825,2,1
16260,147500,2,2
16261,147500,2,1
16262,0,2,1
16263,0,2,2
16264,125,3,2
16265,125,3,1
16267,0,1,1
16268,0,1,1
16269,0,1,1
16270,50,1,1
16271,50,6,2
16272,50,6,1
16277,25,2,1
16279,0,4,1
16283,0,1,1
16284,0,4,2
16285,0,4,1
16286,0,4,2
16288,9950,4,1
16289,9950,4,2
16292,0,1,1
16293,50,2,2
16294,50,2,1
16295,0,2,1
16296,0,2,2
16297,0,4,2
16298,0,4,1
16300,0,4,2
16301,50,3,2
16302,50,3,1
16304,0,3,2
16305,0,3,2
16306,0,3,1
16307,150,2,1
16308,150,2,2
16309,400,2,1
16310,400,2,2
16311,0,5,1
16312,0,5,2
16316,25,2,1
16317,25,2,2
16318,75000,2,1
16319,75000,2,2
16320,375,2,2
16321,375,2,1
16322,0,2,1
16323,0,2,2
16324,12500,2,1
16325,12500,2,2
16326,0,2,2
16327,0,2,1
16328,14500,1,1
16329,0,1,1
16330,0,4,2
16331,0,4,2
16332,0,4,2
16333,0,4,1
16334,0,3,1
16337,3750,2,1
16338,3750,2,2
16339,22500,3,1
16340,22500,3,2
16341,22500,3,2
16342,0,2,1
16343,0,2,2
16344,0,1,1
16345,0,1,1
16346,0,3,1
16349,0,1,1
16350,0,1,1
16351,0,2,1
16352,0,2,2
16353,100,1,1
16354,0,1,1
16355,0,4,2
16356,0,4,1
16357,0,4,2
16359,0,2,1
16360,0,2,2
16361,0,1,1
16362,0,1,1
16363,0,2,2
16364,0,2,1
16365,700,2,1
16366,700,2,2
16367,0,4,1
16368,0,4,2
16371,0,2,1
16372,0,2,2
16373,50,1,1
16374,0,5,1
16375,0,5,2
16379,0,1,1
16380,0,2,1
16381,0,2,2
16382,0,2,1
16383,0,2,2
16384,0,1,1
16385,0,1,1
16386,450,4,1
16387,450,4,2
16390,0,1,1
16391,0,2,1
16392,0,2,2
16393,0,1,1
16394,3800,1,1
16395,0,1,1
16396,0,4,1
16397,0,4,2
16399,0,4,2
16400,0,1,1
16401,25,3,2
16402,25,3,1
16404,0,3,1
16407,0,7,1
16408,0,7,2
16409,0,7,2
16414,275,1,1
16415,0,2,1
16416,0,2,2
16417,2500,1,1
16418,0,1,1
16419,0,1,1
16420,37000,1,1
16421,75,1,1
16422,0,1,1
16423,200,2,2
16424,200,2,1
16425,0,1,1
16426,1150,3,2
16427,1150,3,1
16428,1150,3,2
16429,25,4,2
16430,25,4,1
16433,400,5,2
16434,400,5,1
16438,175,2,2
16439,175,2,1
16440,0,1,1
16441,0,2,2
16442,0,2,1
16443,600,1,1
16444,0,1,1
16445,0,4,2
16446,0,4,1
16447,0,4,2
16449,0,2,1
16450,0,2,2
16451,275,2,2
16452,275,2,1
16453,52500,2,1
16454,52500,2,2
16455,0,2,1
16456,0,2,2
16457,62500,1,1
16458,0,5,2
16459,0,5,1
16463,0,2,1
16464,0,2,2
16465,0,6,1
16466,0,6,2
16471,0,1,1
16472,0,1,1
16473,0,2,2
16474,0,2,1
16475,0,1,1
16476,0,1,1
16477,2500,1,1
16478,0,1,1
16479,0,2,2
16480,0,2,1
16481,0,2,2
16482,0,2,1
16483,8000,1,1
16484,0,1,1
16485,0,5,2
16486,0,5,1
16488,0,5,2
16489,0,5,2
16490,0,2,1
16491,0,2,2
16492,0,3,1
16493,0,3,2
16495,0,3,1
16496,0,3,2
16498,10500,2,1
16499,10500,2,2
16500,0,1,1
16501,2200,2,2
16502,2200,2,1
16503,5675,4,2
16504,5675,4,1
16505,5675,4,2
16506,5675,4,2
16507,0,2,1
16508,0,2,2
16509,14000,2,2
16510,14000,2,1
16511,0,1,1
16512,0,1,1
16513,2400,1,1
16514,-3200,3,1
16515,-3200,3,2
16516,-3200,3,2
16517,0,4,2
16518,0,4,1
16521,0,4,2
16522,0,4,1
16525,0,1,1
16526,0,3,1
16529,-1700,1,1
16530,37775,5,2
16531,37775,5,1
16532,37775,5,2
16535,150,2,2
16536,150,2,1
16537,8300,2,2
16538,8300,2,1
16539,92000,2,1
16540,92000,2,2
16541,0,1,1
16542,0,4,2
16543,0,4,1
16546,175,2,1
16547,175,2,2
16548,25,1,1
16549,7300,2,1
16550,7300,2,2
16551,0,1,1
16552,0,2,2
16553,0,2,1
16554,0,4,1
16557,0,4,2
16558,675,1,1
16559,0,3,1
16560,0,3,2
16562,25,4,1
16563,25,4,2
16566,13000,2,2
16567,13000,2,1
16568,0,1,1
16569,0,1,1
16570,0,4,1
16571,0,4,2
16572,0,4,2
16574,0,3,2
16575,0,3,1
16577,0,1,1
16578,0,1,1
16579,6250,1,1
16580,0,1,1
16581,50,4,1
16582,50,4,2
16585,0,2,1
16586,0,2,2
16587,0,2,1
16588,0,2,2
16589,0,3,2
16590,0,3,1
16592,0,3,2
16593,0,3,1
16594,0,3,2
16595,0,2,2
16596,0,2,1
16597,0,1,1
16598,102100,3,1
16599,102100,3,2
16601,0,1,1
16602,125,5,2
16603,125,5,2
16604,125,5,2
16605,125,5,1
16607,50,1,1
16608,0,5,2
16609,0,5,1
16613,0,1,1
16614,2150,2,1
16615,2150,2,2
16616,0,2,1
16617,0,2,2
16618,0,2,1
16619,0,2,2
16620,0,2,2
16621,0,2,1
16622,0,1,1
16623,-525,2,2
16624,-525,2,1
16625,1200,1,1
16626,0,5,2
16627,0,5,1
16628,0,5,2
16629,0,5,2
16630,0,5,2
16631,0,1,1
16632,0,4,2
16633,0,4,2
16634,0,4,1
16635,0,4,2
16636,96500,2,2
16637,96500,2,1
16638,0,7,1
16639,0,7,2
16645,0,1,1
16646,0,1,1
16647,0,1,1
16648,450,2,1
16649,450,2,2
16650,0,1,1
16651,700,1,1
16652,2200,5,2
16653,2200,5,1
16656,2200,5,2
16657,0,2,2
16658,0,2,1
16659,0,1,1
16660,0,4,1
16661,0,4,2
16664,0,1,1
16665,5500,1,1
16666,4050,2,2
16667,4050,2,1
16668,172500,5,1
16669,172500,5,2
16673,350,2,1
16674,350,2,2
16675,0,1,1
16676,100,2,1
16677,100,2,2
16678,0,1,1
16679,0,2,1
16680,0,2,2
16681,0,2,2
16682,0,2,1
16683,100,2,2
16684,100,2,1
16685,200,6,1
16686,200,6,2
16691,2600,1,1
16692,300,1,1
16693,0,2,1
16694,0,2,2
16695,0,2,2
16696,0,2,1
16697,0,1,1
16698,0,1,1
16699,1750,1,1
16700,0,1,1
16701,0,1,1
16702,1325,3,1
16703,1325,3,2
16705,0,4,1
16706,0,4,2
16709,0,1,1
16710,1075,3,1
16711,1075,3,2
16712,1075,3,2
16713,0,4,1
16714,0,4,2
16715,0,4,2
16717,0,2,1
16718,0,2,2
16719,0,3,1
16720,0,3,2
16722,-23100,2,1
16723,-23100,2,2
16724,0,4,1
16725,0,4,2
16728,0,1,1
16729,625,1,1
16730,0,4,1
16731,0,4,2
16734,50,2,2
16735,50,2,1
16736,0,2,1
16737,0,2,2
16738,0,1,1
16739,0,1,1
16740,0,2,1
16741,0,2,2
16742,0,3,1
16745,25,2,1
16746,25,2,2
16747,142500,4,2
16748,142500,4,1
16749,142500,4,2
16750,142500,4,2
16751,1650,2,1
16752,1650,2,2
16753,0,2,1
16755,0,2,1
16756,0,2,2
16757,0,2,1
16759,0,2,1
16760,0,2,2
16761,50,2,1
16763,0,1,1
16764,475,1,1
16765,325,2,2
16766,325,2,1
16767,100,3,1
16768,100,3,2
16769,100,3,2
16770,5000,2,2
16771,5000,2,1
16772,50,2,1
16773,50,2,2
16774,0,3,1
16776,0,3,2
16777,3575,2,1
16778,3575,2,2
16779,700,2,1
16780,700,2,2
16781,11500,2,1
16782,11500,2,2
16783,325,1,1
16784,250,6,2
16785,250,6,1
16789,250,6,2
16790,425,1,1
16791,0,1,1
16792,0,1,1
16793,0,1,1
16794,0,1,1
16795,0,1,1
16796,0,1,1
16797,0,1,1
16798,0,5,2
16799,0,5,1
16801,0,5,2
16803,0,1,1
16804,0,4,2
16805,0,4,1
16808,0,4,1
16809,0,4,2
16810,0,4,2
16811,0,4,2
16812,50,1,1
16813,0,3,2
16815,0,3,1
16816,0,1,1
16817,0,2,1
16818,0,2,2
16819,0,3,2
16820,0,3,1
16821,0,3,2
16822,0,1,1
16823,50,4,1
16824,50,4,2
16827,0,3,2
16828,0,3,1
16829,0,3,2
16830,1250,2,2
16831,1250,2,1
16832,0,1,1
16833,375,2,1
16834,375,2,2
16835,0,4,2
16836,0,4,1
16837,0,4,2
16838,0,4,2
16839,0,1,1
16840,4200,2,2
16841,4200,2,1
16842,0,3,2
16843,0,3,1
16845,120975,4,2
16846,120975,4,1
16849,0,3,2
16850,0,3,1
16851,0,3,2
16852,0,1,1
16853,25,2,2
16854,25,2,1
16855,26000,1,1
16856,0,1,1
16857,0,1,1
16858,0,1,1
16859,102500,2,1
16860,102500,2,2
16861,0,1,1
16862,550,2,2
16863,550,2,1
16864,17000,2,1
16865,17000,2,2
16866,0,4,2
16867,0,4,1
16868,0,4,2
16870,10000,3,2
16871,10000,3,1
16872,10000,3,2
16873,25,5,2
16874,25,5,1
16878,350,2,2
16879,350,2,1
16880,0,2,1
16881,0,2,2
16882,200,3,1
16883,200,3,2
16884,200,3,2
16885,-550,2,1
16886,-550,2,2
16887,3400,3,1
16888,3400,3,2
16890,0,2,2
16891,0,2,1
16892,0,1,1
16893,0,3,2
16894,0,3,1
16896,0,4,1
16897,0,4,2
16900,50,2,1
16901,50,2,2
16902,1600,3,1
16903,1600,3,2
16905,0,2,2
16906,0,2,1
16907,0,3,1
16908,0,3,2
16909,0,3,2
16910,0,3,1
16911,0,3,2
16912,0,3,2
16913,300,1,1
16914,0,2,2
16915,0,2,1
16916,0,2,1
16917,0,2,2
16918,2400,2,1
16919,2400,2,2
16920,0,4,1
16924,30000,1,1
16925,450,3,1
16926,450,3,2
16928,2400,2,1
16929,2400,2,2
16930,8400,2,2
16931,8400,2,1
16932,50,2,2
16933,50,2,1
16934,0,1,1
16935,600,2,2
16936,600,2,1
16937,1200,2,2
16938,1200,2,1
16939,50,1,1
16940,0,1,1
16941,3550,5,2
16942,3550,5,1
16946,25,1,1
16947,1150,1,1
16948,0,3,1
16949,0,3,2
16951,0,3,1
16954,0,3,1
16955,0,3,2
16957,0,2,2
16958,0,2,1
16959,0,2,2
16960,0,2,1
16961,50,3,1
16962,50,3,2
16963,50,3,2
16964,50,2,1
16965,50,2,2
16966,0,3,2
16967,0,3,1
16969,0,1,1
16970,0,1,1
16971,0,1,1
16972,0,1,1
16973,0,2,2
16974,0,2,1
16975,0,1,1
16976,-6250,2,1
16977,-6250,2,2
16978,176450,3,2
16980,176450,3,1
16981,0,1,1
16982,0,2,1
16983,0,2,2
16984,50,1,1
16985,-3700,1,1
16986,10500,1,1
16987,0,2,1
16988,0,2,2
16989,452900,3,2
16990,452900,3,1
16991,452900,3,2
16992,2725,2,2
16993,2725,2,1
16994,20500,5,2
16995,20500,5,2
16996,20500,5,2
16997,20500,5,1
16998,20500,5,2
16999,12500,2,1
17000,12500,2,2
17001,0,2,2
17002,0,2,1
17003,0,1,1
17004,25,1,1
17005,0,1,1
17006,0,1,1
17007,0,1,1
17008,13000,1,1
17009,25,1,1
17010,225,3,1
17011,225,3,2
17012,225,3,2
17013,0,3,1
17016,225000,2,1
17017,225000,2,2
17018,0,2,2
17019,0,2,1
17020,125,5,2
17021,125,5,1
17025,0,6,2
17026,0,6,1
17031,0,1,1
17032,0,1,1
17033,0,1,1
17034,25,1,1
17035,0,1,1
17036,21300,3,2
17037,21300,3,1
17038,21300,3,2
17039,525,2,2
17040,525,2,1
17041,1000,1,1
17042,0,1,1
17043,0,2,1
17044,0,2,2
17045,0,1,1
17046,0,3,1
17047,0,3,2
17049,850,1,1
17050,25,2,2
17051,25,2,1
17052,0,1,1
17053,0,1,1
17054,0,1,1
17055,0,2,2
17056,0,2,1
17057,475,2,1
17058,475,2,2
17059,0,3,1
17060,0,3,2
17062,-2750,2,1
17063,-2750,2,2
17064,0,1,1
17065,0,2,1
17067,625,5,1
17068,625,5,2
17072,46000,1,1
17073,600,1,1
17074,0,5,2
17075,0,5,1
17079,0,2,2
17080,0,2,1
17081,0,1,1
17082,0,2,1
17083,0,2,2
17084,0,1,1
17085,0,3,1
17086,0,3,2
17087,0,3,2
17088,8500,1,1
17089,0,1,1
17090,150,1,1
17091,725,1,1
17092,0,1,1
17093,7800,4,1
17094,7800,4,2
17097,0,1,1
17098,0,4,1
17099,0,4,2
17100,0,4,2
17101,0,4,2
17102,11500,4,1
17103,11500,4,2
17104,11500,4,2
17105,11500,4,2
17106,0,2,2
17107,0,2,1
17108,100,2,2
17109,100,2,1
17110,0,6,1
17111,0,6,2
17113,0,6,2
17114,0,6,2
17116,3325,4,2
17117,3325,4,1
17120,0,5,2
17121,0,5,1
17125,0,3,1
17128,0,3,2
17129,0,3,1
17130,0,3,2
17131,0,2,1
17132,0,2,2
17133,3725,4,1
17134,3725,4,2
17135,3725,4,2
17136,3725,4,2
17137,0,2,1
17138,0,2,2
17139,0,2,2
17140,0,2,1
17141,0,1,1
17142,0,3,2
17143,0,3,1
17145,-25,5,2
17146,-25,5,2
17147,-25,5,1
17150,0,2,2
17151,0,2,1
17152,50,2,1
17153,50,2,2
17154,0,2,1
17155,0,2,2
17156,0,1,1
17157,25,1,1
17158,0,1,1
17159,275,3,1
17160,275,3,2
17161,275,3,2
17162,0,2,1
17163,0,2,2
17164,1650,3,1
17165,1650,3,2
17166,1650,3,2
17167,0,3,2
17168,0,3,1
17169,0,3,2
17170,1900,1,1
17171,500,4,2
17172,500,4,1
17175,0,1,1
17176,50,2,1
17177,50,2,2
17178,1700,2,1
17179,1700,2,2
17180,0,2,1
17181,0,2,2
17182,300,1,1
17183,0,3,1
17184,0,3,2
17185,0,3,2
17186,25,1,1
17187,0,1,1
17188,0,3,1
17189,0,3,2
17190,0,3,2
17191,11500,1,1
17192,0,2,1
17193,0,2,2
17194,0,3,2
17195,0,3,1
17197,375,7,2
17198,375,7,1
17202,375,7,2
17203,375,7,2
17204,175,3,2
17205,175,3,1
17206,175,3,2
17207,0,1,1
17208,175,1,1
17209,0,2,2
17210,0,2,1
17211,0,1,1
17212,650,4,2
17213,650,4,1
17214,650,4,2
17215,650,4,2
17216,0,2,2
17217,0,2,1
17218,0,4,2
17219,0,4,1
17220,0,4,2
17222,0,1,1
17223,0,1,1
17224,0,1,1
17225,575,1,1
17226,0,3,2
17227,0,3,1
17228,0,3,2
17229,25,1,1
17230,30400,2,1
17231,30400,2,2
17232,12250,2,2
17233,12250,2,1
17234,0,3,2
17235,0,3,1
17237,0,4,1
17238,0,4,2
17239,0,4,2
17240,0,4,2
17241,125,1,1
17242,8750,1,1
17243,325,1,1
17244,50,1,1
17245,25,1,1
17246,25,2,1
17247,25,2,2
17248,0,1,1
17249,125,5,1
17250,125,5,2
17254,28000,5,1
17255,28000,5,2
17259,7600,2,2
17260,7600,2,1
17261,0,2,2
17262,0,2,1
17263,0,1,1
17264,0,2,1
17265,0,2,2
17266,25,1,1
17267,0,3,2
17268,0,3,1
17269,0,3,2
17270,0,4,2
17271,0,4,1
17274,0,1,1
17275,525,2,1
17276,525,2,2
17277,7700,5,1
17278,7700,5,2
17282,0,1,1
17283,3475,2,1
17284,3475,2,2
17285,50,1,1
17286,850,2,2
17287,850,2,1
17288,0,1,1
17289,475,1,1
17290,27175,3,2
17291,27175,3,2
17292,27175,3,1
17293,0,1,1
17294,1300,2,1
17295,1300,2,2
17296,0,1,1
17297,0,2,2
17298,0,2,1
17299,2100,4,1
17300,2100,4,2
17301,2100,4,2
17302,2100,4,2
17303,0,4,2
17304,0,4,1
17307,0,1,1
17308,450,2,2
17309,450,2,1
17310,0,1,1
17311,0,2,1
17312,0,2,2
17313,78000,5,2
17314,78000,5,1
17318,0,3,2
17319,0,3,1
17320,0,3,2
17321,0,3,2
17323,0,3,1
17324,100,2,1
17325,100,2,2
17326,675,2,1
17327,675,2,2
17328,0,4,2
17329,0,4,1
17332,325,4,1
17333,325,4,2
17334,325,4,2
17335,325,4,2
17336,50,6,2
17337,50,6,2
17338,50,6,1
17339,50,6,2
17340,50,6,2
17341,50,6,2
17342,0,3,2
17343,0,3,1
17345,285000,4,2
17346,285000,4,1
17349,0,2,1
17350,0,2,2
17351,0,1,1
17352,0,1,1
17353,0,1,1
17354,43525,3,2
17355,43525,3,1
17356,43525,3,2
17357,92675,3,1
17358,92675,3,2
17359,92675,3,2
17360,0,3,2
17361,0,3,1
17362,0,3,2
17363,25,1,1
17364,0,2,1
17365,0,2,2
17366,0,4,2
17369,0,4,1
17370,0,2,1
17371,0,2,2
17372,125,2,1
17373,125,2,2
17374,44250,3,2
17375,44250,3,1
17376,44250,3,2
17377,30000,1,1
17378,0,1,1
17379,0,2,1
17380,0,2,2
17381,225,4,1
17382,225,4,2
17385,0,4,1
17386,0,4,2
17387,0,4,2
17389,25,1,1
17390,0,1,1
17391,0,3,2
17392,0,3,1
17393,0,3,2
17394,0,2,1
17395,0,2,2
17396,775,2,2
17397,775,2,1
17398,43000,1,1
17399,0,2,1
17400,0,2,2
17401,1275,2,2
17402,1275,2,1
17403,92500,1,1
17404,0,2,2
17405,0,2,1
17406,0,2,2
17407,0,2,1
17408,0,3,1
17409,0,3,2
17410,0,3,2
17411,0,1,1
17412,350,2,2
17413,350,2,1
17414,0,1,1
17415,50,5,2
17416,50,5,1
17420,0,2,1
17421,0,2,2
17422,5000,3,2
17423,5000,3,2
17424,5000,3,1
17425,0,1,1
17426,0,2,2
17427,0,2,1
17428,0,2,1
17429,0,2,2
17430,350,3,1
17431,350,3,2
17433,0,3,1
17434,0,3,2
17436,350,2,2
17437,350,2,1
17438,0,4,2
17439,0,4,1
17442,0,1,1
17443,2000,1,1
17444,80000,4,1
17445,80000,4,2
17448,1850,1,1
17449,0,2,2
17450,0,2,1
17451,0,1,1
17452,0,4,1
17453,0,4,2
17454,0,4,2
17455,0,4,2
17456,0,2,1
17458,0,2,2
17459,0,2,1
17460,0,3,1
17461,0,3,2
17462,0,3,2
17463,0,1,1
17464,50,1,1
17465,325,4,1
17466,325,4,2
17467,325,4,2
17468,325,4,2
17469,0,4,1
17470,0,4,2
17473,0,2,2
17474,0,2,1
17475,750,2,2
17476,750,2,1
17477,0,1,1
17478,25,3,2
17479,25,3,1
17480,25,3,2
17481,275,1,1
17482,4300,2,1
17483,4300,2,2
17484,225,2,1
17485,225,2,2
17486,25,3,2
17487,25,3,2
17488,25,3,1
17489,2200,1,1
17490,0,4,1
17491,0,4,2
17494,0,3,1
17495,0,3,2
17496,0,3,2
17497,15000,1,1
17498,0,2,2
17499,0,2,1
17500,425,3,1
17503,0,3,2
17504,0,3,2
17505,0,3,1
17506,0,1,1
17507,0,2,1
17508,0,2,2
17509,175,3,1
17510,175,3,2
17511,175,3,2
17512,30000,2,2
17513,30000,2,1
17514,0,7,2
17515,0,7,1
17516,0,7,2
17521,42100,2,2
17522,42100,2,1
17523,0,2,1
17524,0,2,2
17525,0,1,1
17526,75,1,1
17527,275,4,2
17528,275,4,1
17529,275,4,2
17531,36000,3,1
17532,36000,3,2
17534,4200,2,1
17535,4200,2,2
17536,41025,4,1
17537,41025,4,2
17540,1375,2,2
17541,1375,2,1
17542,50,2,2
17543,50,2,1
17544,0,5,2
17545,0,5,1
17549,0,1,1
17550,0,2,2
17551,0,2,1
17552,850,1,1
17553,7000,5,2
17554,7000,5,1
17558,0,1,1
17559,0,2,2
17560,0,2,1
17561,0,2,2
17562,0,2,1
17563,0,4,2
17564,0,4,1
17567,775,1,1
17568,0,5,2
17569,0,5,2
17570,0,5,1
17571,0,5,2
17573,13100,4,1
17574,13100,4,2
17575,13100,4,2
17576,13100,4,2
17577,0,2,1
17579,50,1,1
17580,0,2,1
17582,250,1,1
17583,0,4,1
17584,0,4,2
17587,0,1,1
17588,1950,3,2
17589,1950,3,2
17590,1950,3,1
17591,0,1,1
17592,0,4,1
17593,0,4,2
17596,0,1,1
17597,175,4,2
17598,175,4,1
17601,0,2,1
17602,0,2,2
17603,800,2,1
17604,800,2,2
17605,350,1,1
17606,0,4,2
17607,0,4,1
17608,0,4,2
17610,5250,1,1
17611,2300,1,1
17612,0,4,1
17613,0,4,2
17616,25,1,1
17617,0,1,1
17618,475,2,2
17619,475,2,1
17620,0,1,1
17621,50,3,2
17622,50,3,1
17624,0,3,1
17625,0,3,2
17627,0,2,1
17628,0,2,2
17629,0,2,1
17630,0,2,2
17631,3800,1,1
17632,0,2,2
17633,0,2,1
17634,0,4,1
17635,0,4,2
17636,0,4,2
17638,100,2,2
17639,100,2,1
17640,225,1,1
17641,200,6,2
17642,200,6,1
17647,50,3,2
17648,50,3,2
17649,50,3,1
17650,0,3,1
17651,0,3,2
17652,0,3,2
17653,0,3,1
17654,0,3,2
17655,0,3,2
17656,0,3,2
17657,0,3,1
17658,0,3,2
17659,175,5,1
17660,175,5,2
17664,0,3,2
17665,0,3,1
17667,0,2,2
17668,0,2,1
17669,0,1,1
17670,1900,1,1
17671,8600,4,1
17672,8600,4,2
17675,0,1,1
17676,0,2,2
17677,0,2,1
17678,1550,2,1
17679,1550,2,2
17680,50,2,2
17681,50,2,1
17682,0,1,1
17683,0,1,1
17684,0,2,2
17685,0,2,1
17686,0,2,1
17687,0,2,2
17688,32500,2,2
17689,32500,2,1
17690,0,5,1
17691,0,5,2
17695,275,2,2
17696,275,2,1
17697,0,1,1
17698,0,2,2
17699,0,2,1
17700,0,1,1
17701,0,4,2
17702,0,4,1
17705,600,1,1
17706,6250,4,1
17710,0,6,2
17711,0,6,1
17716,75,1,1
17717,0,3,1
17718,0,3,2
17720,1050,1,1
17721,0,1,1
17722,6000,3,2
17723,6000,3,1
17725,1150,2,1
17726,1150,2,2
17727,0,2,1
17728,0,2,2
17729,0,2,2
17730,0,2,1
17731,0,2,2
17732,0,2,1
17733,0,4,2
17734,0,4,1
17737,0,5,2
17738,0,5,1
17742,0,2,1
17743,0,2,2
17744,3800,1,1
17745,0,4,2
17746,0,4,1
17747,0,4,2
17748,0,4,2
17749,0,2,1
17750,0,2,2
17751,0,2,1
17752,0,2,2
17753,0,3,2
17754,0,3,1
17756,0,1,1
17757,0,2,1
17758,0,2,2
17759,55750,4,1
17760,55750,4,2
17763,25,4,2
17764,25,4,1
17767,20000,2,1
17768,20000,2,2
17769,0,2,2
17770,0,2,1
17771,0,1,1
17772,0,1,1
17773,0,1,1
17774,49000,1,1
17775,0,1,1
17776,0,2,1
17777,0,2,2
17778,0,2,1
17780,0,2,2
17781,0,2,1
17782,0,3,1
17785,0,2,1
17786,0,2,2
17787,0,2,2
17788,0,2,1
17789,0,3,2
17790,0,3,2
17791,0,3,1
17792,26000,4,1
17796,0,3,1
17797,0,3,2
17798,0,3,2
17799,0,1,1
17800,0,1,1
17801,0,1,1
17802,0,1,1
17803,4450,7,2
17804,4450,7,1
17810,38500,2,1
17811,38500,2,2
17812,0,1,1
17813,125,3,2
17814,125,3,2
17815,125,3,1
17816,0,2,2
17817,0,2,1
17818,32500,2,1
17819,32500,2,2
17820,0,2,1
17821,0,2,2
17822,0,2,1
17823,0,2,2
17824,0,3,2
17825,0,3,1
17826,0,3,2
17827,25,4,1
17828,25,4,2
17829,25,4,2
17831,125,2,2
17832,125,2,1
17833,0,3,1
17834,0,3,2
17836,5675,2,2
17837,5675,2,1
17838,0,2,1
17840,0,3,2
17841,0,3,1
17842,0,3,2
17843,-325,2,1
17844,-325,2,2
17845,0,1,1
17846,0,3,2
17847,0,3,1
17849,1200,3,2
17850,1200,3,1
17852,0,2,2
17853,0,2,1
17854,0,2,1
17856,-1775,3,2
17857,-1775,3,1
17859,400,2,2
17860,400,2,1
17861,0,3,1
17862,0,3,2
17864,0,3,1
17865,0,3,2
17867,475,1,1
17868,150,1,1
17869,0,4,2
17870,0,4,1
17871,0,4,2
17873,0,4,1
17874,0,4,2
17877,0,4,1
17878,0,4,2
17881,25,2,2
17882,25,2,1
17883,50,4,2
17884,50,4,1
17887,0,2,1
17888,0,2,2
17889,25,2,2
17890,25,2,1
17891,0,1,1
17892,0,1,1
17893,0,1,1
17894,3900,2,1
17895,3900,2,2
17896,1300,1,1
17897,0,1,1
17898,0,2,2
17899,0,2,1
17900,25,3,2
17901,25,3,1
17902,25,3,2
17903,0,1,1
17904,450,2,1
17905,450,2,2
17906,0,1,1
17907,0,1,1
17908,0,1,1
17909,250,4,2
17910,250,4,1
17911,250,4,2
17913,2250,4,2
17914,2250,4,1
17915,2250,4,2
17916,2250,4,2
17917,4400,2,1
17918,4400,2,2
17919,0,1,1
17920,25,3,1
17921,25,3,2
17922,25,3,2
17923,-4000,2,1
17924,-4000,2,2
17925,700,4,2
17926,700,4,1
17929,250,2,2
17930,250,2,1
17931,0,2,2
17932,0,2,1
17933,50,1,1
17934,0,1,1
17935,0,4,2
17936,0,4,1
17939,0,4,2
17940,0,4,1
17941,0,4,2
17942,0,4,2
17943,25,3,2
17944,25,3,1
17946,0,2,1
17947,0,2,2
17948,12000,1,1
17949,175,1,1
17950,275,4,2
17951,275,4,1
17954,0,7,2
17955,0,7,2
17956,0,7,2
17957,0,7,1
17958,0,7,2
17959,0,7,2
17960,0,7,2
17961,0,2,1
17962,0,2,2
17963,0,2,1
17964,0,2,2
17965,0,4,1
17966,0,4,2
17969,0,2,2
17970,0,2,1
17971,0,2,1
17972,0,2,2
17973,0,2,1
17974,0,2,2
17975,1300,1,1
17976,0,1,1
17977,0,1,1
17978,0,1,1
17979,0,4,2
17980,0,4,1
17983,0,2,1
17985,0,5,2
17986,0,5,1
17990,39300,2,1
17991,39300,2,2
17992,30000,2,2
17993,30000,2,1
17994,11500,1,1
17995,0,4,1
17996,0,4,2
17999,0,1,1
18000,0,5,2
18001,0,5,1
18005,625,2,1
18006,625,2,2
18007,2225,2,1
18008,2225,2,2
18009,-2575,3,2
18010,-2575,3,1
18011,-2575,3,2
18012,375,2,2
18013,375,2,1
18014,0,2,2
18015,0,2,1
18016,25,4,1
18017,25,4,2
18020,150,3,1
18021,150,3,2
18023,25,1,1
18024,0,1,1
18025,0,2,1
18026,0,2,2
18027,0,2,1
18028,0,1,1
18030,50,1,1
18031,0,1,1
18032,0,1,1
18033,0,1,1
18034,0,1,1
18035,0,1,1
18036,0,1,1
18037,24000,2,1
18038,24000,2,2
18039,3650,2,1
18040,3650,2,2
18041,0,3,2
18042,0,3,1
18043,0,3,2
18044,0,4,1
18045,0,4,2
18048,6500,3,2
18049,6500,3,1
18050,6500,3,2
18051,6000,1,1
18052,0,3,1
18053,0,3,2
18054,0,3,2
18055,3900,4,1
18056,3900,4,2
18057,3900,4,2
18059,50,2,2
18060,50,2,1
18061,500,2,1
18062,500,2,2
18063,0,1,1
18064,0,2,1
18066,0,1,1
18067,75,2,1
18068,75,2,2
18069,0,1,1
18070,0,1,1
18071,7900,2,1
18072,7900,2,2
18073,0,2,2
18074,0,2,1
18075,850,2,1
18076,850,2,2
18077,0,4,2
18078,0,4,1
18081,0,2,2
18082,0,2,1
18083,5250,1,1
18084,0,2,1
18085,0,2,2
18086,15500,2,2
18087,15500,2,1
18088,0,1,1
18089,350,2,1
18090,350,2,2
18091,0,4,2
18092,0,4,1
18095,0,3,2
18096,0,3,1
18098,0,2,1
18099,0,2,2
18100,6700,7,2
18101,6700,7,2
18103,6700,7,2
18105,6700,7,1
18106,6700,7,2
18107,0,1,1
18108,0,2,1
18109,0,2,2
18110,0,4,2
