,EFINVA,EFSIZE,EFMJIE
83129,0,1,1
83130,0,1,1
83131,5000,2,1
83132,5000,2,2
83133,1150,1,1
83134,0,1,1
83135,0,6,2
83136,0,6,2
83139,0,6,1
83140,0,6,2
83141,2900,2,2
83142,2900,2,1
83143,0,2,1
83144,0,2,2
83145,0,2,2
83146,0,2,1
83147,9700,2,1
83148,9700,2,2
83149,25,4,1
83150,25,4,2
83151,25,4,2
83152,25,4,2
83153,0,1,1
83154,0,2,2
83155,0,2,1
83156,0,2,1
83157,0,2,2
83158,100,1,1
83159,725,2,1
83160,725,2,2
83161,25,3,1
83162,25,3,2
83164,33000,4,1
83165,33000,4,2
83168,0,2,2
83169,0,2,1
83170,1200,1,1
83171,0,2,2
83172,0,2,1
83173,175,2,1
83174,0,1,1
83175,175,2,2
83176,0,1,1
83177,0,1,1
83178,3450,2,2
83179,3450,2,1
83180,10000,2,1
83181,10000,2,2
83182,1350,2,2
83183,1350,2,1
83184,75,3,1
83185,75,3,2
83186,75,3,2
83187,150,2,2
83188,150,2,1
83189,0,3,1
83190,0,3,2
83191,0,3,2
83192,1900,4,1
83193,1900,4,2
83194,1900,4,2
83195,1900,4,2
83196,0,3,1
83199,12500,3,2
83200,12500,3,1
83201,12500,3,2
83202,0,1,1
83203,0,1,1
83204,130000,2,2
83205,130000,2,1
83206,0,1,1
83207,825,2,2
83208,825,2,1
83209,0,1,1
83210,0,3,1
83213,0,3,2
83214,0,3,1
83215,0,3,2
83216,0,1,1
83217,0,2,1
83218,0,2,2
83219,12500,2,1
83220,12500,2,2
83221,16500,2,2
83222,16500,2,1
83223,925,5,1
83224,925,5,2
83225,925,5,2
83226,925,5,2
83228,20000,1,1
83229,0,1,1
83230,0,2,2
83231,0,2,1
83232,100,3,2
83233,100,3,2
83234,100,3,1
83235,0,2,1
83236,0,2,2
83237,0,1,1
83238,25,1,1
83239,0,2,1
83240,0,2,2
83241,0,3,1
83242,0,3,2
83244,0,1,1
83245,0,4,2
83246,0,4,1
83247,0,4,2
83249,750,4,2
83250,750,4,2
83251,750,4,2
83252,750,4,1
83253,1150,2,1
83254,1150,2,2
83255,0,4,1
83259,50,2,2
83260,50,2,1
83261,450,2,2
83262,450,2,1
83263,0,1,1
83264,0,4,2
83265,0,4,2
83266,0,4,2
83267,0,4,1
83268,0,1,1
83269,250,4,1
83270,250,4,2
83273,0,1,1
83274,0,1,1
83275,0,2,2
83276,0,2,1
83277,0,1,1
83278,0,1,1
83279,0,2,2
83280,0,2,1
83281,4000,2,1
83282,4000,2,2
83283,0,3,2
83284,0,3,1
83286,600,1,1
83287,0,2,2
83288,0,2,1
83289,0,5,1
83294,0,2,1
83295,0,2,2
83296,0,2,2
83297,0,2,1
83298,75,2,2
83299,75,2,1
83300,0,2,1
83301,0,2,2
83302,0,2,1
83303,0,2,2
83304,0,1,1
83305,0,1,1
83306,0,1,1
83307,0,2,2
83308,0,2,1
83309,0,2,2
83310,0,2,1
83311,0,1,1
83312,0,4,1
83313,0,4,2
83316,0,2,1
83317,0,2,2
83318,-1800,2,2
83319,-1800,2,1
83320,0,2,2
83321,0,2,1
83322,25,1,1
83323,150,6,1
83324,150,6,2
83329,150,2,1
83330,150,2,2
83331,0,1,1
83332,15000,1,1
83333,0,1,1
83334,-2900,3,1
83335,-2900,3,2
83336,-2900,3,2
83337,550,2,2
83338,550,2,1
83339,0,1,1
83340,3100,1,1
83341,200,1,1
83342,0,2,1
83343,0,2,2
83344,0,2,1
83345,0,2,2
83346,1975,2,2
83347,1975,2,1
83348,0,2,1
83349,0,2,2
83350,1800,1,1
83351,0,1,1
83352,0,1,1
83353,25,4,1
83355,25,4,2
83356,25,4,2
83357,0,1,1
83358,3075,3,2
83359,3075,3,1
83360,3075,3,2
83361,0,5,1
83362,0,5,2
83363,0,5,2
83366,0,6,1
83367,0,6,2
83372,3825,2,2
83373,3825,2,1
83374,0,1,1
83375,0,1,1
83376,125,1,1
83377,0,2,1
83378,0,2,2
83379,0,3,1
83382,0,3,1
83383,0,3,2
83384,0,3,2
83385,0,2,2
83386,0,2,1
83387,8200,2,1
83388,8200,2,2
83389,0,1,1
83390,0,3,2
83391,0,3,1
83392,0,3,2
83393,0,3,1
83394,0,3,2
83395,0,3,2
83396,0,4,1
83397,0,4,2
83398,0,4,2
83399,0,4,2
83400,0,3,2
83401,0,3,1
83402,0,3,2
83403,200,2,2
83404,200,2,1
83405,0,1,1
83406,0,4,2
83407,0,4,1
83410,375,2,1
83412,575,3,2
83413,575,3,1
83414,575,3,2
83415,10700,5,2
83416,10700,5,1
83417,10700,5,2
83418,10700,5,2
83419,10700,5,2
83420,0,2,1
83421,0,2,2
83422,0,5,1
83423,0,5,2
83427,100,1,1
83428,0,1,1
83429,6500,2,1
83430,6500,2,2
83431,0,3,1
83432,0,3,2
83434,0,1,1
83435,50000,3,2
83436,50000,3,1
83438,0,2,2
83439,0,2,1
83440,0,4,1
83441,0,4,2
83444,0,4,2
83445,0,4,1
83446,0,4,2
83447,0,4,2
83448,0,4,2
83449,0,4,1
83450,0,4,2
83452,0,1,1
83453,2925,3,1
83454,2925,3,2
83455,2925,3,2
83456,700,4,1
83457,700,4,2
83460,50025,2,1
83461,50025,2,2
83462,4625,2,2
83463,4625,2,1
83464,0,2,2
83465,0,2,1
83466,0,1,1
83467,0,5,2
83468,0,5,1
83472,125,2,2
83473,125,2,1
83474,0,2,1
83475,0,2,2
83476,1425,2,1
83477,1425,2,2
83478,22000,2,2
83479,22000,2,1
83480,0,2,2
83481,0,2,1
83482,0,2,1
83483,0,2,2
83484,25,4,1
83485,25,4,2
83486,25,4,2
83487,25,4,2
83488,25,5,1
83489,25,5,2
83490,25,5,2
83493,0,2,1
83494,0,2,2
83495,0,2,1
83496,0,1,1
83498,150,1,1
83499,0,1,1
83500,0,5,1
83501,0,5,2
83502,0,5,2
83503,0,5,2
83504,0,5,2
83505,850,1,1
83506,-1600,2,2
83507,-1600,2,1
83508,0,1,1
83509,0,2,1
83510,0,2,2
83511,0,4,1
83512,0,4,2
83513,0,4,2
83515,3400,1,1
83516,0,4,1
83517,0,4,2
83520,0,7,2
83521,0,7,1
83527,0,1,1
83528,11000,3,1
83531,0,3,1
83532,0,3,2
83534,0,3,2
83535,0,3,1
83537,0,1,1
83538,0,2,2
83539,0,2,1
83540,25,1,1
83541,0,3,1
83544,0,3,1
83546,0,3,2
83547,0,1,1
83548,0,2,2
83549,0,2,1
83550,0,2,1
83551,0,2,2
83552,575,1,1
83553,0,1,1
83554,0,1,1
83555,0,1,1
83556,0,1,1
83557,0,2,2
83558,0,2,1
83559,0,4,1
83560,0,4,2
83561,0,4,2
83562,0,4,2
83563,375,2,1
83564,375,2,2
83565,0,4,2
83566,0,4,1
83569,400,3,2
83570,400,3,2
83571,400,3,1
83572,0,1,1
83573,1000,1,1
83574,0,5,2
83575,0,5,1
83579,0,1,1
83580,194500,2,1
83581,194500,2,2
83582,0,1,1
83583,0,4,2
83584,0,4,1
83585,0,4,2
83586,0,4,2
83587,900,4,1
83588,900,4,2
83591,25,2,1
83592,25,2,2
83593,725,1,1
83594,0,2,2
83595,0,2,1
83596,0,1,1
83597,0,2,1
83599,0,1,1
83600,23500,2,1
83601,23500,2,2
83602,0,1,1
83603,0,3,2
83604,0,3,1
83606,29000,2,1
83607,29000,2,2
83608,0,1,1
83609,0,4,2
83610,0,4,1
83613,7000,2,1
83614,7000,2,2
83615,9250,1,1
83616,0,1,1
83617,0,1,1
83618,0,4,1
83619,0,4,2
83620,0,4,2
83622,875,2,1
83623,875,2,2
83624,0,4,1
83628,25,1,1
83629,0,2,2
83630,0,2,1
83631,13850,2,1
83632,13850,2,2
83633,0,3,2
83634,0,3,1
83635,0,3,2
83636,25,4,1
83637,25,4,2
83640,0,1,1
83641,23000,1,1
83642,19050,4,1
83643,19050,4,2
83644,19050,4,2
83645,19050,4,2
83646,0,1,1
83647,8600,2,1
83648,8600,2,2
83649,25750,2,1
83650,25750,2,2
83651,25,5,2
83652,25,5,1
83656,1750,1,1
83657,1525,2,2
83658,1525,2,1
83659,275,2,1
83660,275,2,2
83661,0,1,1
83662,0,1,1
83663,0,2,2
83664,0,2,1
83665,6700,2,2
83666,6700,2,1
83667,14000,1,1
83668,5750,2,1
83669,5750,2,2
83670,50,4,1
83671,50,4,2
83672,50,4,2
83673,50,4,2
83674,50,2,1
83675,50,2,2
83676,-5500,2,1
83678,0,2,2
83679,0,2,1
83680,25,2,1
83681,25,2,2
83682,0,3,1
83685,0,1,1
83686,0,1,1
83687,475,1,1
83688,0,1,1
83689,0,1,1
83690,75,1,1
83691,0,1,1
83692,0,2,1
83694,12500,1,1
83695,0,3,1
83696,0,3,2
83697,0,3,2
83698,0,4,2
83699,0,4,1
83702,0,4,2
83703,0,4,2
83704,0,4,1
83705,0,4,2
83706,0,2,2
83707,0,2,1
83708,4400,1,1
83709,12000,4,2
83710,12000,4,1
83713,0,2,1
83715,25,4,1
83716,25,4,2
83719,375,4,1
83720,375,4,2
83723,0,2,1
83724,0,2,2
83725,0,7,1
83726,0,7,2
83727,0,7,2
83732,0,1,1
83733,0,1,1
83734,75,1,1
83735,0,3,1
83736,0,3,2
83738,225,1,1
83739,825,1,1
83740,0,5,1
83741,0,5,2
83745,33000,1,1
83746,0,5,2
83747,0,5,1
83748,0,5,2
83751,0,2,2
83752,0,2,1
83753,0,1,1
83754,2200,2,1
83755,2200,2,2
83756,0,2,1
83757,0,2,2
83758,0,2,2
83759,0,2,1
83760,8500,6,1
83761,8500,6,2
83762,8500,6,2
83763,8500,6,2
83764,8500,6,2
83765,8500,6,2
83766,4500,1,1
83767,5500,1,1
83768,5500,1,1
83769,0,2,2
83770,0,2,1
83771,0,1,1
83772,0,3,1
83775,1900,1,1
83776,25,1,1
83777,0,2,1
83778,0,2,2
83779,25,1,1
83780,25,4,1
83781,25,4,2
83782,25,4,2
83784,11300,2,2
83785,11300,2,1
83786,7400,2,2
83787,7400,2,1
83788,2175,2,1
83789,2175,2,2
83790,77500,3,1
83791,77500,3,2
83792,77500,3,2
83793,0,1,1
83794,0,1,1
83795,125,2,2
83796,125,2,1
83797,300,2,2
83798,300,2,1
83799,0,1,1
83800,0,2,1
83801,0,2,2
83802,1050,1,1
83803,0,1,1
83804,25,5,2
83805,25,5,1
83806,25,5,2
83807,25,5,2
83809,0,1,1
83810,0,3,2
83811,0,3,2
83812,0,3,1
83813,21500,4,1
83814,21500,4,2
83815,21500,4,2
83816,21500,4,2
83817,0,3,1
83818,0,3,2
83820,0,2,1
83821,0,2,2
83822,0,5,1
83823,0,5,2
83827,0,2,1
83828,0,2,2
83829,0,3,1
83830,0,3,2
83832,0,4,1
83833,0,4,2
83836,525,3,1
83837,525,3,2
83839,25,4,2
83840,25,4,1
83843,25,1,1
83844,300,3,1
83847,0,1,1
83848,0,2,2
83849,0,2,1
83850,225,4,1
83851,225,4,2
83854,25,3,1
83855,25,3,2
83857,0,2,1
83858,0,2,2
83859,0,3,2
83860,0,3,1
83861,0,3,2
83862,0,1,1
83863,5000,2,2
83864,5000,2,1
83865,25,4,2
83866,25,4,1
83869,350,3,1
83870,350,3,2
83872,0,1,1
83873,0,4,2
83874,0,4,1
83875,0,4,2
83877,675,3,2
83878,675,3,1
83879,675,3,2
83880,0,1,1
83881,5750,3,1
83882,5750,3,2
83884,3000,2,1
83885,3000,2,2
83886,1950,4,1
83887,1950,4,2
83888,1950,4,2
83889,1950,4,2
83890,-1950,3,2
83891,-1950,3,2
83892,-1950,3,1
83893,0,1,1
83894,0,1,1
83895,0,4,2
83898,0,4,1
83899,25,3,2
83900,25,3,1
83901,25,3,2
83902,0,2,2
83903,0,2,1
83904,11200,2,2
83905,11200,2,1
83906,50,5,2
83907,50,5,1
83911,0,3,1
83912,0,3,2
83914,0,1,1
83915,0,4,1
83916,0,4,2
83917,0,4,2
83918,0,4,2
83919,2325,4,1
83920,2325,4,2
83923,0,2,2
83924,0,2,1
83925,0,3,1
83926,0,3,2
83928,0,4,2
83931,0,4,1
83932,0,1,1
83933,0,1,1
83934,0,3,1
83935,0,3,2
83936,0,3,2
83937,0,2,1
83938,0,2,2
83939,0,1,1
83940,0,1,1
83941,50,2,1
83942,50,2,2
83943,50,2,1
83944,50,2,2
83945,0,4,1
83946,0,4,2
83949,0,2,1
83950,0,2,2
83951,0,4,2
83952,0,4,1
83955,50,2,2
83956,50,2,1
83957,0,5,1
83958,0,5,2
83962,195475,2,1
83963,195475,2,2
83964,0,1,1
83965,0,1,1
83966,0,1,1
83967,7000,1,1
83968,825,2,2
83969,825,2,1
83970,1400,2,1
83971,1400,2,2
83972,0,3,1
83975,0,3,1
83976,0,3,2
83978,0,2,1
83979,0,2,2
83980,3800,2,2
83981,3800,2,1
83982,0,1,1
83983,0,1,1
83984,3200,2,1
83985,3200,2,2
83986,38725,2,1
83987,38725,2,2
83988,0,5,2
83989,0,5,1
83993,0,1,1
83994,0,1,1
83995,0,1,1
83996,0,1,1
83997,0,2,1
83999,875,2,2
84000,875,2,1
84001,0,4,1
84002,0,4,2
84005,125,2,1
84006,125,2,2
84007,0,2,2
84008,0,2,1
84009,2650,3,2
84010,2650,3,1
84011,2650,3,2
84012,0,3,2
84013,0,3,1
84015,25,3,1
84016,25,3,2
84018,1450,1,1
84019,0,7,2
84020,0,7,1
84021,0,7,2
84022,0,7,2
84025,0,7,2
84026,0,6,1
84031,0,6,2
84032,25,5,2
84033,25,5,1
84034,25,5,2
84037,0,3,2
84038,0,3,1
84039,0,3,2
84040,0,4,1
84041,0,4,2
84044,0,1,1
84045,0,1,1
84046,35000,2,1
84047,35000,2,2
84048,0,1,1
84049,2075,3,1
84050,2075,3,2
84051,2075,3,2
84052,2450,2,1
84053,2450,2,2
84054,0,4,2
84055,0,4,1
84058,-3000,3,1
84059,-3000,3,2
84061,1100,1,1
84062,1125,2,1
84063,1125,2,2
84064,25500,2,1
84065,25500,2,2
84066,0,3,1
84069,0,2,1
84070,0,2,2
84071,0,1,1
84072,0,2,1
84074,0,1,1
84075,75,2,2
84076,75,2,1
84077,0,1,1
84078,1150,4,2
84079,1150,4,1
84080,1150,4,2
84082,650,2,1
84083,650,2,2
84084,0,3,1
84085,0,3,2
84087,4000,2,2
84088,4000,2,1
84089,0,3,1
84090,0,3,2
84092,0,2,1
84094,225,2,1
84095,225,2,2
84096,50,2,2
84097,50,2,1
84098,0,1,1
84099,0,1,1
84100,0,5,1
84101,0,5,2
84105,0,2,1
84106,0,2,2
84107,0,1,1
84108,0,4,1
84109,0,4,2
84110,0,4,2
84112,50,1,1
84113,25,1,1
84114,50,1,1
84115,300,4,2
84116,300,4,1
84119,5500,4,2
84120,5500,4,1
84121,5500,4,2
84123,50,2,1
84124,50,2,2
84125,0,3,1
84126,0,3,2
84128,0,1,1
84129,0,2,2
84130,0,2,1
84131,0,2,1
84132,0,2,2
84133,25,4,2
84134,25,4,1
84137,37500,2,2
84138,37500,2,1
84139,2700,1,1
84140,0,3,2
84141,0,3,1
84143,0,6,1
84144,0,6,2
84145,0,6,2
84149,0,2,2
84150,0,2,1
84151,25,5,2
84152,25,5,1
84156,50,2,1
84157,50,2,2
84158,17000,2,1
84159,17000,2,2
84160,100,2,2
84161,100,2,1
84162,525,1,1
84163,0,2,1
84164,0,2,2
84165,0,1,1
84166,-19250,4,2
84167,-19250,4,1
84170,525250,2,2
84171,525250,2,1
84172,0,4,2
84173,0,4,1
84176,0,2,1
84177,0,2,2
84178,0,3,2
84179,0,3,1
84180,0,3,2
84181,0,2,1
84182,0,2,2
84183,-1850,5,1
84184,-1850,5,2
84185,-1850,5,2
84186,-1850,5,2
84187,-1850,5,2
84188,15000,3,1
84189,15000,3,2
84191,0,5,1
84192,0,5,2
84193,0,5,2
84196,4125,2,1
84197,4125,2,2
84198,0,4,1
84199,0,4,2
84202,2000,1,1
84203,0,1,1
84204,0,2,1
84205,0,2,2
84206,0,3,2
84207,0,3,1
84208,0,3,2
84209,500,2,1
84210,500,2,2
84211,2000,4,1
84212,2000,4,2
84215,0,1,1
84216,950,1,1
84217,0,1,1
84218,0,1,1
84219,2800,1,1
84220,0,2,1
84221,0,2,2
84222,3700,2,2
84223,3700,2,1
84224,0,2,2
84225,0,2,1
84226,0,2,1
84228,0,2,2
84229,0,2,1
84230,0,2,2
84231,0,2,1
84232,350,3,1
84233,350,3,2
84235,0,4,1
84236,0,4,2
84238,0,4,2
84239,0,5,2
84240,0,5,1
84241,0,5,2
84244,0,2,2
84245,0,2,1
84246,0,2,1
84247,0,2,2
84248,0,2,1
84249,0,2,2
84250,100,1,1
84251,0,1,1
84252,650,1,1
84253,425,2,1
84254,425,2,2
84255,37000,2,1
84256,37000,2,2
84257,11000,3,2
84258,11000,3,1
84259,11000,3,2
84260,0,1,1
84261,0,1,1
84262,7800,2,1
84263,7800,2,2
84264,2575,2,1
84265,2575,2,2
84266,0,1,1
84267,0,1,1
84268,0,2,2
84269,0,2,1
84270,575,3,2
84271,575,3,1
84273,0,1,1
84274,2150,2,1
84275,2150,2,2
84276,0,2,1
84277,0,2,2
84278,0,2,1
84279,0,2,2
84280,0,4,2
84281,0,4,1
84282,0,4,2
84283,0,4,2
84284,200,2,1
84285,200,2,2
84286,100,1,1
84287,13250,2,1
84288,13250,2,2
84289,0,1,1
84290,775,5,1
84291,775,5,2
84294,775,5,2
84295,600,4,2
84296,600,4,1
84299,-1450,5,2
84300,-1450,5,1
84304,50,1,1
84305,15050,4,1
84306,15050,4,2
84307,15050,4,2
84308,15050,4,2
84309,0,3,1
84312,0,1,1
84313,41000,3,2
84314,41000,3,1
84315,41000,3,2
84316,0,2,1
84318,1850,3,1
84319,1850,3,2
84320,1850,3,2
84321,25,1,1
84322,0,1,1
84323,0,2,2
84324,0,2,1
84325,0,2,1
84326,0,2,2
84327,0,1,1
84328,0,1,1
84329,0,1,1
84330,0,1,1
84331,0,1,1
84332,0,4,2
84333,0,4,1
84334,0,4,2
84335,0,4,2
84336,0,1,1
84337,0,1,1
84338,0,1,1
84339,275,2,2
84340,275,2,1
84341,0,4,1
84342,0,4,2
84343,0,4,2
84345,0,1,1
84346,3800,1,1
84347,50,2,1
84348,50,2,2
84349,0,1,1
84350,0,1,1
84351,400,1,1
84352,0,2,2
84353,0,2,1
84354,4400,1,1
84355,0,6,2
84356,0,6,1
84361,25,3,1
84362,25,3,2
84364,0,3,2
84365,0,3,1
84366,0,3,2
84367,100,2,1
84368,100,2,2
84369,0,2,2
84370,0,2,1
84371,0,5,2
84372,0,5,1
84376,0,4,2
84377,0,4,1
84380,325,2,2
84381,325,2,1
84382,0,4,2
84383,0,4,2
84384,0,4,2
84385,0,4,1
84386,50,4,2
84387,50,4,1
84390,1450,2,2
84391,1450,2,1
84392,0,4,1
84396,0,2,2
84397,0,2,1
84398,0,1,1
84399,600,1,1
84400,1625,2,1
84401,1625,2,2
84402,0,3,2
84403,0,3,1
84404,0,3,2
84405,0,2,2
84406,0,2,1
84407,150,4,1
84408,150,4,2
84411,25,4,1
84412,25,4,2
84413,25,4,2
84414,25,4,2
84415,25,1,1
84416,0,4,1
84417,0,4,2
84420,0,2,2
84421,0,2,1
84422,0,2,1
84423,0,2,2
84424,7700,2,1
84425,7700,2,2
84426,0,1,1
84427,450,2,1
84428,450,2,2
84429,0,1,1
84430,825,2,2
84431,825,2,1
84432,150,2,1
84433,150,2,2
84434,0,1,1
84435,0,1,1
84436,8525,3,1
84437,8525,3,2
84439,0,1,1
84440,4400,2,1
84441,4400,2,2
84442,0,2,1
84443,0,2,2
84444,0,2,2
84445,0,2,1
84446,0,2,1
84447,0,2,2
84448,0,1,1
84449,0,1,1
84450,0,1,1
84451,125,1,1
84452,0,3,1
84453,0,3,2
84454,0,3,2
84455,0,4,2
84456,0,4,1
84459,6750,1,1
84460,0,3,2
84461,0,3,1
84462,0,3,2
84463,0,1,1
84464,14000,1,1
84465,100,2,1
84466,100,2,2
84467,0,3,1
84468,0,3,2
84469,0,3,2
84470,0,3,1
84473,0,3,2
84474,0,3,1
84476,0,1,1
84477,0,1,1
84478,0,2,2
84479,0,2,1
84480,0,1,1
84481,0,5,2
84482,0,5,1
84486,1550,2,1
84487,1550,2,2
84488,0,2,1
84490,0,3,1
84493,0,5,1
84494,0,5,2
84495,0,5,2
84498,-425,2,1
84499,-425,2,2
84500,150,2,2
84501,150,2,1
84502,1500,4,1
84503,1500,4,2
84504,1500,4,2
84506,0,1,1
84507,0,1,1
84508,45000,1,1
84509,275,1,1
84510,0,2,1
84511,0,2,2
84512,12000,5,1
84513,12000,5,2
84517,3500,2,1
84519,550,3,1
84520,550,3,2
84521,550,3,2
84522,0,4,1
84523,0,4,2
84526,0,2,2
84527,0,2,1
84528,115000,1,1
84529,0,2,1
84530,0,2,2
84531,0,3,1
84532,0,3,2
84533,0,3,2
84534,0,1,1
84535,0,1,1
84536,0,2,1
84537,0,2,2
84538,525,3,2
84539,525,3,1
84540,525,3,2
84541,0,1,1
84542,0,6,2
84543,0,6,1
84548,0,1,1
84549,2350,3,2
84550,2350,3,1
84551,2350,3,2
84552,0,3,2
84553,0,3,2
84554,0,3,1
84555,0,5,2
84556,0,5,1
84560,0,3,1
84561,0,3,2
84562,0,3,2
84563,0,3,1
84566,4300,2,1
84567,4300,2,2
84568,50,5,2
84569,50,5,2
84570,50,5,2
84571,50,5,1
84572,50,5,2
84573,25,3,2
84574,25,3,2
84575,25,3,1
84576,1350,2,2
84577,1350,2,1
84578,0,1,1
84579,0,6,1
84580,0,6,2
84581,0,6,2
84582,0,6,2
84583,0,6,2
84584,0,6,2
84585,4300,1,1
84586,0,2,2
84587,0,2,1
84588,0,2,1
84589,0,2,2
84590,0,4,1
84591,0,4,2
84594,125,4,2
84595,125,4,1
84598,0,2,1
84599,0,2,2
84600,650,2,1
84601,650,2,2
84602,6750,3,2
84603,6750,3,1
84605,0,1,1
84606,0,2,2
84607,0,2,1
84608,6500,2,2
84609,6500,2,1
84610,0,1,1
84611,0,2,2
84612,0,2,1
84613,125,6,1
84614,125,6,2
84615,125,6,2
84617,125,6,2
84618,125,6,2
84619,-1875,3,2
84620,-1875,3,1
84621,-1875,3,2
84622,0,2,1
84623,0,2,2
84624,0,1,1
84625,0,2,1
84626,0,2,2
84627,0,3,2
84628,0,3,2
84629,0,3,1
84630,500,2,1
84631,500,2,2
84632,0,3,2
84633,0,3,2
84634,0,3,1
84635,0,1,1
84636,1100,2,2
84637,1100,2,1
84638,100,2,1
84639,100,2,2
84640,0,1,1
84641,0,1,1
84642,1100,1,1
84643,75,4,1
84644,75,4,2
84647,75,1,1
84648,0,7,2
84649,0,7,1
84655,30000,2,2
84656,30000,2,1
84657,0,1,1
84658,0,2,2
84659,0,2,1
84660,0,1,1
84661,0,1,1
84662,1800,1,1
84663,0,1,1
84664,23025,4,1
84665,23025,4,2
84666,23025,4,2
84668,0,2,1
84669,0,2,2
84670,0,3,2
84671,0,3,1
84672,0,3,2
84673,21325,4,2
84674,21325,4,1
84675,21325,4,2
84676,21325,4,2
84677,0,2,1
84678,0,2,2
84679,3100,4,1
84680,3100,4,2
84683,0,3,1
84684,0,3,2
84685,0,3,2
84686,3700,2,2
84687,3700,2,1
84688,0,1,1
84689,0,1,1
84690,0,1,1
84691,0,1,1
84692,0,1,1
84693,0,2,1
84694,0,2,2
84695,3150,2,2
84696,3150,2,1
84697,0,1,1
84698,0,5,2
84699,0,5,1
84700,0,5,2
84703,375,2,2
84704,375,2,1
84705,0,2,2
84706,0,2,1
84707,28500,2,1
84708,28500,2,2
84709,100,4,1
84710,100,4,2
84713,16000,2,2
84714,16000,2,1
84715,225,1,1
84716,0,1,1
84717,0,1,1
84718,200,1,1
84719,0,3,1
84720,0,3,2
84722,33000,4,2
84723,33000,4,1
84725,33000,4,2
84726,0,3,1
84727,0,3,2
84728,0,3,2
84729,0,1,1
84730,150,4,1
84731,150,4,2
84734,0,4,2
84735,0,4,1
84738,0,2,1
84739,0,2,2
84740,0,1,1
84741,0,2,2
84742,0,2,1
84743,0,2,2
84744,0,2,1
84745,0,2,1
84746,0,2,2
84747,0,4,2
84748,0,4,1
84751,1400,1,1
84752,0,5,2
84753,0,5,1
84757,-500,2,2
84758,-500,2,1
84759,-4800,2,2
84760,-4800,2,1
84761,1375,2,1
84762,1375,2,2
84763,975,4,1
84764,975,4,2
84765,975,4,2
84766,975,4,2
84767,0,2,1
84768,0,2,2
84769,325,2,1
84770,325,2,2
84771,0,3,1
84772,0,3,2
84773,0,3,2
84774,0,2,2
84775,0,2,1
84776,0,3,1
84777,0,3,2
84779,100,1,1
84780,3700,2,1
84781,3700,2,2
84782,36075,2,2
84783,36075,2,1
84784,1750,1,1
84785,2700,2,1
84786,2700,2,2
84787,1600,2,2
84788,1600,2,1
84789,0,4,1
84790,0,4,2
84791,0,4,2
84792,0,4,2
84793,3500,2,1
84794,3500,2,2
84795,5250,3,2
84796,5250,3,1
84797,5250,3,2
84798,0,4,2
84799,0,4,1
84802,33000,2,2
84803,33000,2,1
84804,0,1,1
84805,0,1,1
84806,250,1,1
84807,50,4,1
84808,50,4,2
84809,50,4,2
84811,0,1,1
84812,0,4,2
84813,0,4,1
84816,-3900,1,1
84817,0,5,2
84818,0,5,1
84819,0,5,2
84820,0,5,2
84821,0,5,2
84822,0,3,2
84823,0,3,2
84824,0,3,1
84825,225,2,2
84826,225,2,1
84827,5950,4,1
84828,5950,4,2
84829,5950,4,2
84830,5950,4,2
84831,0,5,1
84832,0,5,2
84833,0,5,2
84834,0,5,2
84835,0,5,2
84836,0,1,1
84837,0,4,1
84838,0,4,2
84839,0,4,2
84840,0,4,2
84841,75,2,1
84842,75,2,2
84843,2800,4,2
84844,2800,4,2
84845,2800,4,1
84846,2800,4,2
84847,1550,3,2
84848,1550,3,1
84849,1550,3,2
84850,10500,3,1
84851,10500,3,2
84852,10500,3,2
84853,3075,2,1
84854,3075,2,2
84855,0,4,2
84856,0,4,1
84857,0,4,2
84859,127500,2,1
84860,127500,2,2
84861,25,4,1
84865,0,1,1
84866,0,1,1
84867,0,1,1
84868,0,1,1
84869,0,1,1
84870,0,2,2
84871,0,2,1
84872,0,1,1
84873,0,3,1
84874,0,3,2
84875,0,3,2
84876,0,1,1
84877,700,2,2
84878,700,2,1
84879,0,2,1
84881,0,2,2
84882,0,2,1
84883,0,1,1
84884,0,1,1
84885,0,1,1
84886,25,1,1
84887,0,2,1
84888,0,2,2
84889,375,4,2
84890,375,4,1
84893,25,2,2
84894,25,2,1
84895,0,3,1
84896,0,3,2
84898,75,1,1
84899,125,1,1
84900,0,1,1
84901,3700,2,1
84902,3700,2,2
84903,75,7,2
84904,75,7,1
84905,75,7,2
84906,75,7,2
84910,0,1,1
84911,0,2,1
84912,0,2,2
84913,0,1,1
84914,0,2,2
84915,0,2,1
84916,0,3,1
84917,0,3,2
84919,0,3,1
84922,650,2,2
84923,650,2,1
84924,11500,3,2
84925,11500,3,1
84927,15200,2,1
84928,15200,2,2
84929,0,1,1
84930,6500,2,1
84931,6500,2,2
84932,0,1,1
84933,0,1,1
84934,0,1,1
84935,0,4,2
84936,0,4,1
84939,0,2,1
84940,0,2,2
84941,5600,2,1
84942,5600,2,2
84943,0,2,2
84944,0,2,1
84945,1050,2,2
84946,1050,2,1
84947,4600,6,2
84948,4600,6,2
84949,4600,6,2
84950,4600,6,2
84951,4600,6,2
84952,4600,6,1
84953,850,2,2
84954,850,2,1
84955,0,5,2
84956,0,5,1
84960,0,2,2
84961,0,2,1
84962,25,3,1
84963,25,3,2
84964,25,3,2
84965,0,5,1
84966,0,5,2
84967,0,5,2
84970,30000,1,1
84971,875,2,2
84972,875,2,1
84973,375,2,1
84974,375,2,2
84975,0,5,2
84976,0,5,1
84977,0,5,2
